week_start,Agency,incident_type,num_incidents,call_to_pickup,call_to_dispatch,call_to_arrival,avg_travel_time
2024-03-04,NYPD (Non-CIP),Vehicle Accident,300,3.65,855.71,4564.8,61.82
2024-03-04,EMS,2. Non-Life Threatening Med Emergencies,11899,3.72,363.22,1036.4,11.22
2024-03-04,NYPD (Non-CIP),Past Crime,3788,3.71,854.2,5640.68,79.77
2024-03-04,EMS,1. Life Threating Med Emergencies,10032,3.78,195.7,622.34,7.11
2024-03-04,FDNY,1. Structural Fires,245,3.73,94.2,297.56,3.39
2024-03-04,NYPD (Non-CIP),Dispute,5066,3.69,747.15,3355.75,43.48
2024-03-04,NYPD (Non-CIP),Alarms,2649,3.71,584.98,2764.77,36.33
2024-02-26,NYPD,3. Non-Critical,834,3.8,460.23,1366.53,15.1
2024-02-26,EMS,1. Life Threating Med Emergencies,10129,3.82,198.88,623.29,7.07
2024-02-26,FDNY,1. Structural Fires,231,3.61,95.0,297.5,3.37
2024-02-26,FDNY,2. Non-Structural Fires,186,3.69,93.45,373.22,4.66
2024-02-26,NYPD (Non-CIP),Other Crimes (In Progress),2862,3.77,515.51,1403.47,14.8
2024-02-26,NYPD (Non-CIP),Police Officer/Security Holding Suspect,115,3.59,496.29,1489.15,16.55
2024-02-26,NYPD (Non-CIP),Dispute,5165,3.69,775.3,3468.98,44.89
2024-02-26,FDNY,3. Medical Emergencies,3478,3.78,304.99,664.87,6.0
2024-02-26,NYPD,2. Serious,2485,3.71,275.83,689.78,6.9
2024-02-26,NYPD (Non-CIP),Vehicle Accident,323,3.57,864.09,4318.82,57.58
2024-02-26,NYPD (Non-CIP),Possible Crimes,6440,3.72,720.55,4121.8,56.69
2024-02-26,FDNY,4. Non-Medical Emergencies,2653,3.8,248.07,591.99,5.73
2024-02-26,NYPD,1. Critical,1038,3.56,244.83,518.92,4.57
2024-02-26,NYPD (Non-CIP),Disorderly Person/Group/Noise,2034,3.68,644.92,3209.82,42.75
2024-02-26,NYPD (Non-CIP),Past Crime,3870,3.82,864.6,5509.35,77.41
2024-02-26,EMS,2. Non-Life Threatening Med Emergencies,12138,3.78,373.54,1031.16,10.96
2024-02-26,NYPD (Non-CIP),Alarms,2858,3.9,645.88,2977.77,38.86
2024-02-26,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,133,3.82,578.47,3373.92,46.59
2024-02-19,NYPD,2. Serious,2382,3.54,279.94,687.74,6.8
2024-02-19,NYPD,3. Non-Critical,729,3.54,482.18,1276.36,13.24
2024-02-19,EMS,2. Non-Life Threatening Med Emergencies,11825,3.62,278.49,881.3,10.05
2024-02-19,NYPD (Non-CIP),Police Officer/Security Holding Suspect,135,3.45,383.88,1466.76,18.05
2024-02-19,NYPD (Non-CIP),Other Crimes (In Progress),2867,3.62,496.68,1339.01,14.04
2024-02-19,NYPD (Non-CIP),Dispute,5113,3.54,718.67,3304.31,43.09
2024-02-19,NYPD,1. Critical,1007,3.61,257.44,526.62,4.49
2024-02-19,FDNY,1. Structural Fires,261,3.71,94.67,296.44,3.36
2024-02-19,FDNY,4. Non-Medical Emergencies,2537,3.61,273.91,613.94,5.67
2024-02-19,FDNY,2. Non-Structural Fires,287,3.33,134.84,403.64,4.48
2024-02-19,NYPD (Non-CIP),Past Crime,3876,3.66,789.08,5137.37,72.47
2024-02-19,NYPD (Non-CIP),Possible Crimes,6244,3.62,695.78,3697.31,50.03
2024-02-19,EMS,1. Life Threating Med Emergencies,9933,3.62,187.5,587.16,6.66
2024-02-19,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,158,4.11,518.83,3243.12,45.4
2024-02-19,NYPD (Non-CIP),Vehicle Accident,259,3.79,688.51,3639.88,49.19
2024-02-19,NYPD (Non-CIP),Disorderly Person/Group/Noise,2072,3.51,570.09,2758.6,36.48
2024-02-19,NYPD (Non-CIP),Alarms,2711,3.72,609.95,2682.98,34.55
2024-02-19,FDNY,3. Medical Emergencies,3275,3.63,280.53,637.14,5.94
2024-02-12,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,142,3.91,475.61,3131.84,44.27
2024-02-12,NYPD (Non-CIP),Police Officer/Security Holding Suspect,113,3.72,357.5,1350.86,16.56
2024-02-12,NYPD,3. Non-Critical,772,3.58,543.55,1498.41,15.91
2024-02-12,NYPD (Non-CIP),Dispute,5230,3.62,761.65,3403.18,44.03
2024-02-12,NYPD,2. Serious,2484,3.66,282.7,707.53,7.08
2024-02-12,EMS,2. Non-Life Threatening Med Emergencies,12172,3.62,375.99,1068.59,11.54
2024-02-12,FDNY,1. Structural Fires,241,3.47,103.29,304.68,3.36
2024-02-12,NYPD (Non-CIP),Disorderly Person/Group/Noise,2002,3.67,621.2,2861.1,37.33
2024-02-12,NYPD (Non-CIP),Vehicle Accident,260,3.81,779.37,4084.97,55.09
2024-02-12,NYPD (Non-CIP),Alarms,3078,3.58,607.41,2829.78,37.04
2024-02-12,NYPD (Non-CIP),Other Crimes (In Progress),2748,3.65,529.43,1315.36,13.1
2024-02-12,NYPD (Non-CIP),Past Crime,3786,3.68,826.69,5464.34,77.29
2024-02-12,FDNY,3. Medical Emergencies,3429,3.67,319.47,690.26,6.18
2024-02-12,NYPD (Non-CIP),Investigate/Possible Crime,3,3.33,461.33,1497.33,17.27
2024-02-12,NYPD (Non-CIP),Possible Crimes,6256,3.55,713.63,3902.92,53.15
2024-02-12,FDNY,4. Non-Medical Emergencies,2579,3.55,249.27,601.62,5.87
2024-02-12,NYPD,1. Critical,974,3.78,266.3,532.69,4.44
2024-02-12,FDNY,2. Non-Structural Fires,378,3.42,117.24,387.04,4.5
2024-02-12,EMS,1. Life Threating Med Emergencies,10090,3.61,202.39,629.75,7.12
2024-02-05,NYPD,2. Serious,2574,3.57,295.95,729.13,7.22
2024-02-05,EMS,2. Non-Life Threatening Med Emergencies,12393,3.67,374.43,1065.15,11.51
2024-02-05,NYPD (Non-CIP),Disorderly Person/Group/Noise,2049,3.51,657.16,3178.55,42.02
2024-02-05,NYPD (Non-CIP),Vehicle Accident,265,3.66,938.26,4209.66,54.52
2024-02-05,NYPD (Non-CIP),Dispute,5090,3.55,800.98,3445.0,44.07
2024-02-05,NYPD (Non-CIP),Alarms,2410,3.64,616.13,2917.79,38.36
2024-02-05,FDNY,1. Structural Fires,233,4.09,93.36,298.92,3.43
2024-02-05,NYPD (Non-CIP),Past Crime,4136,3.65,881.43,5764.28,81.38
2024-02-05,NYPD (Non-CIP),Possible Crimes,6703,3.64,716.9,4006.2,54.82
2024-02-05,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,135,3.85,432.81,2701.09,37.8
2024-02-05,FDNY,3. Medical Emergencies,3568,3.67,292.26,654.62,6.04
2024-02-05,NYPD (Non-CIP),Police Officer/Security Holding Suspect,120,3.69,495.59,1776.81,21.35
2024-02-05,NYPD,1. Critical,1075,3.67,249.26,522.98,4.56
2024-02-05,FDNY,2. Non-Structural Fires,177,3.62,578.55,851.61,4.55
2024-02-05,FDNY,4. Non-Medical Emergencies,2417,3.63,216.5,549.27,5.55
2024-02-05,EMS,1. Life Threating Med Emergencies,10605,3.6,199.84,628.66,7.15
2024-02-05,NYPD,3. Non-Critical,819,3.67,494.52,1345.6,14.18
2024-02-05,NYPD (Non-CIP),Other Crimes (In Progress),2982,3.72,511.48,1363.26,14.2
2024-01-29,FDNY,1. Structural Fires,239,3.57,96.17,299.79,3.39
2024-01-29,NYPD (Non-CIP),Possible Crimes,6652,3.6,744.66,3982.66,53.97
2024-01-29,EMS,2. Non-Life Threatening Med Emergencies,12420,3.65,341.34,994.65,10.89
2024-01-29,NYPD,1. Critical,1039,3.68,259.74,520.76,4.35
2024-01-29,NYPD,3. Non-Critical,863,3.64,583.88,1588.92,16.75
2024-01-29,NYPD (Non-CIP),Alarms,2540,3.62,610.79,2714.78,35.07
2024-01-29,NYPD (Non-CIP),Vehicle Accident,250,3.64,859.47,3709.99,47.51
2024-01-29,NYPD (Non-CIP),Police Officer/Security Holding Suspect,99,3.92,336.7,1486.97,19.17
2024-01-29,NYPD (Non-CIP),Disorderly Person/Group/Noise,2027,3.61,691.5,3166.0,41.24
2024-01-29,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,139,4.4,503.33,3283.48,46.34
2024-01-29,NYPD,2. Serious,2518,3.59,282.47,714.85,7.21
2024-01-29,FDNY,4. Non-Medical Emergencies,2637,3.66,253.84,591.37,5.63
2024-01-29,NYPD (Non-CIP),Dispute,5258,3.58,753.21,3411.96,44.31
2024-01-29,NYPD (Non-CIP),Past Crime,4141,3.63,864.5,5373.92,75.16
2024-01-29,EMS,1. Life Threating Med Emergencies,10451,3.65,193.53,622.34,7.15
2024-01-29,FDNY,3. Medical Emergencies,3453,3.67,278.98,643.16,6.07
2024-01-29,NYPD (Non-CIP),Other Crimes (In Progress),2914,3.71,517.17,1352.91,13.93
2024-01-29,FDNY,2. Non-Structural Fires,119,3.94,129.72,414.15,4.74
2024-01-22,NYPD,2. Serious,2497,3.11,289.59,744.3,7.58
2024-01-22,NYPD (Non-CIP),Dispute,5185,3.13,882.28,3662.91,46.34
2024-01-22,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,149,3.81,527.42,3166.24,43.98
2024-01-22,NYPD (Non-CIP),Vehicle Accident,285,3.56,858.34,3833.77,49.59
2024-01-22,EMS,2. Non-Life Threatening Med Emergencies,11932,3.35,360.75,1040.76,11.33
2024-01-22,NYPD,1. Critical,1076,3.28,247.32,502.96,4.26
2024-01-22,NYPD (Non-CIP),Disorderly Person/Group/Noise,1968,3.14,706.51,3173.96,41.12
2024-01-22,NYPD (Non-CIP),Investigate/Possible Crime,1,3.0,390.0,601.0,3.52
2024-01-22,FDNY,2. Non-Structural Fires,471,3.02,123.88,392.09,4.47
2024-01-22,NYPD (Non-CIP),Police Officer/Security Holding Suspect,116,2.83,517.19,1565.28,17.47
2024-01-22,FDNY,3. Medical Emergencies,3378,3.27,311.26,682.25,6.18
2024-01-22,NYPD,3. Non-Critical,770,3.44,564.7,1563.02,16.64
2024-01-22,NYPD (Non-CIP),Other Crimes (In Progress),2791,3.13,560.58,1453.59,14.88
2024-01-22,FDNY,1. Structural Fires,257,3.4,97.57,296.75,3.32
2024-01-22,NYPD (Non-CIP),Alarms,2497,3.28,673.4,2797.9,35.41
2024-01-22,NYPD (Non-CIP),Past Crime,4103,3.21,955.42,5746.71,79.85
2024-01-22,NYPD (Non-CIP),Possible Crimes,6406,3.24,784.38,3950.13,52.76
2024-01-22,FDNY,4. Non-Medical Emergencies,2950,3.15,214.86,561.5,5.78
2024-01-22,EMS,1. Life Threating Med Emergencies,10093,3.39,201.06,634.57,7.23
2024-01-15,NYPD (Non-CIP),Dispute,5042,3.2,830.6,3409.42,42.98
2024-01-15,NYPD (Non-CIP),Possible Crimes,5786,3.32,761.51,3948.05,53.11
2024-01-15,NYPD (Non-CIP),Alarms,3176,3.19,664.34,2850.95,36.44
2024-01-15,FDNY,4. Non-Medical Emergencies,2946,3.31,195.17,539.47,5.74
2024-01-15,FDNY,3. Medical Emergencies,3136,3.41,284.87,659.11,6.24
2024-01-15,FDNY,2. Non-Structural Fires,389,3.4,118.64,394.53,4.6
2024-01-15,EMS,1. Life Threating Med Emergencies,9885,3.43,193.13,612.46,6.99
2024-01-15,NYPD (Non-CIP),Past Crime,3654,3.62,913.57,5508.51,76.58
2024-01-15,NYPD,3. Non-Critical,721,3.45,549.94,1476.82,15.45
2024-01-15,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,123,3.46,559.72,2557.18,33.29
2024-01-15,NYPD,1. Critical,917,3.25,258.47,524.35,4.43
2024-01-15,NYPD (Non-CIP),Other Crimes (In Progress),2476,3.33,560.2,1448.54,14.81
2024-01-15,FDNY,1. Structural Fires,265,3.34,93.0,296.54,3.39
2024-01-15,EMS,2. Non-Life Threatening Med Emergencies,12477,3.4,338.51,998.82,11.01
2024-01-15,NYPD (Non-CIP),Police Officer/Security Holding Suspect,103,3.46,477.2,1925.92,24.15
2024-01-15,NYPD,2. Serious,2223,3.26,291.61,705.84,6.9
2024-01-15,NYPD (Non-CIP),Vehicle Accident,262,3.77,888.25,3922.89,50.58
2024-01-15,NYPD (Non-CIP),Disorderly Person/Group/Noise,1809,3.18,662.84,2847.7,36.41
2024-01-08,NYPD (Non-CIP),Possible Crimes,6425,4.22,939.19,4406.98,57.8
2024-01-08,NYPD,2. Serious,2391,4.09,314.86,779.4,7.74
2024-01-08,FDNY,2. Non-Structural Fires,141,4.29,119.95,419.54,4.99
2024-01-08,FDNY,1. Structural Fires,236,4.06,100.45,294.75,3.24
2024-01-08,EMS,1. Life Threating Med Emergencies,11030,4.4,220.85,659.46,7.31
2024-01-08,FDNY,3. Medical Emergencies,3531,4.25,328.52,703.84,6.26
2024-01-08,NYPD (Non-CIP),Past Crime,3950,4.47,1131.69,6002.96,81.19
2024-01-08,NYPD (Non-CIP),Alarms,3051,4.05,757.33,3096.5,38.99
2024-01-08,NYPD,1. Critical,1055,4.21,271.15,560.33,4.82
2024-01-08,NYPD (Non-CIP),Vehicle Accident,276,3.8,966.22,4491.9,58.76
2024-01-08,NYPD (Non-CIP),Police Officer/Security Holding Suspect,107,4.52,503.07,1674.33,19.52
2024-01-08,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,140,3.94,512.39,2743.31,37.18
2024-01-08,EMS,2. Non-Life Threatening Med Emergencies,12830,4.31,468.19,1174.79,11.78
2024-01-08,NYPD,3. Non-Critical,757,4.55,661.5,1918.99,20.96
2024-01-08,FDNY,4. Non-Medical Emergencies,2791,4.36,239.46,588.16,5.81
2024-01-08,NYPD (Non-CIP),Other Crimes (In Progress),2675,4.29,669.85,1622.14,15.87
2024-01-08,NYPD (Non-CIP),Disorderly Person/Group/Noise,1891,4.31,774.88,3403.52,43.81
2024-01-08,NYPD (Non-CIP),Dispute,5049,4.26,995.93,3769.48,46.23
2024-01-01,FDNY,2. Non-Structural Fires,204,7.4,110.87,405.57,4.91
2024-01-01,NYPD (Non-CIP),Disorderly Person/Group/Noise,1900,5.57,802.43,3348.32,42.43
2024-01-01,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,159,5.11,695.58,3377.91,44.71
2024-01-01,EMS,2. Non-Life Threatening Med Emergencies,12621,5.62,566.65,1261.43,11.58
2024-01-01,NYPD,2. Serious,2357,5.97,306.0,773.92,7.8
2024-01-01,NYPD (Non-CIP),Vehicle Accident,237,7.1,1157.41,4331.25,52.9
2024-01-01,FDNY,4. Non-Medical Emergencies,2508,5.85,205.53,545.93,5.67
2024-01-01,NYPD (Non-CIP),Alarms,2596,5.12,765.78,2987.4,37.03
2024-01-01,EMS,1. Life Threating Med Emergencies,11218,5.87,236.51,671.7,7.25
2024-01-01,FDNY,1. Structural Fires,272,5.37,108.39,309.56,3.35
2024-01-01,NYPD (Non-CIP),Other Crimes (In Progress),2551,5.57,654.14,1613.86,16.0
2024-01-01,NYPD (Non-CIP),Possible Crimes,5804,5.48,914.32,4225.85,55.19
2024-01-01,NYPD,3. Non-Critical,739,6.17,633.08,1815.79,19.71
2024-01-01,NYPD,1. Critical,1031,5.84,296.42,584.52,4.8
2024-01-01,FDNY,3. Medical Emergencies,3808,5.96,367.24,733.01,6.1
2024-01-01,NYPD (Non-CIP),Dispute,5138,5.77,1030.02,3921.19,48.19
2024-01-01,NYPD (Non-CIP),Police Officer/Security Holding Suspect,102,5.84,476.02,1713.66,20.63
2024-01-01,NYPD (Non-CIP),Past Crime,3902,5.8,1119.89,5947.48,80.46
2023-12-25,NYPD (Non-CIP),Alarms,2453,5.11,757.43,3152.78,39.92
2023-12-25,NYPD (Non-CIP),Past Crime,3764,6.03,1084.38,6000.4,81.93
2023-12-25,EMS,1. Life Threating Med Emergencies,11427,5.65,258.41,713.01,7.58
2023-12-25,NYPD,3. Non-Critical,784,5.37,637.37,1627.42,16.5
2023-12-25,FDNY,1. Structural Fires,260,4.78,96.44,297.88,3.36
2023-12-25,FDNY,2. Non-Structural Fires,133,5.25,92.89,396.59,5.06
2023-12-25,NYPD (Non-CIP),Other Crimes (In Progress),2743,5.36,661.62,1583.54,15.37
2023-12-25,NYPD (Non-CIP),Dispute,5328,5.39,1003.77,3805.92,46.7
2023-12-25,NYPD (Non-CIP),Police Officer/Security Holding Suspect,101,5.64,545.05,1813.61,21.14
2023-12-25,NYPD (Non-CIP),Disorderly Person/Group/Noise,1744,5.18,759.09,2970.18,36.85
2023-12-25,NYPD (Non-CIP),Possible Crimes,5854,5.12,873.35,4152.41,54.65
2023-12-25,NYPD,2. Serious,2448,5.51,331.33,784.22,7.55
2023-12-25,FDNY,4. Non-Medical Emergencies,2518,5.61,248.49,577.83,5.49
2023-12-25,EMS,2. Non-Life Threatening Med Emergencies,12468,5.74,726.67,1500.18,12.89
2023-12-25,NYPD (Non-CIP),Vehicle Accident,261,6.7,1057.2,4533.6,57.94
2023-12-25,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,120,4.82,554.91,3182.65,43.8
2023-12-25,NYPD,1. Critical,1124,5.24,267.41,536.87,4.49
2023-12-25,FDNY,3. Medical Emergencies,4065,5.53,372.6,738.03,6.09
2023-12-18,EMS,1. Life Threating Med Emergencies,11466,5.98,248.15,718.07,7.83
2023-12-18,NYPD (Non-CIP),Possible Crimes,6425,5.37,1080.36,4725.85,60.76
2023-12-18,NYPD (Non-CIP),Alarms,3119,5.26,921.57,3486.0,42.74
2023-12-18,FDNY,3. Medical Emergencies,3974,5.83,344.17,717.64,6.22
2023-12-18,NYPD (Non-CIP),Police Officer/Security Holding Suspect,150,6.43,700.17,1921.97,20.36
2023-12-18,NYPD (Non-CIP),Past Crime,4202,6.25,1362.25,7019.59,94.29
2023-12-18,NYPD,1. Critical,1186,5.52,272.12,539.43,4.46
2023-12-18,FDNY,2. Non-Structural Fires,128,5.87,110.5,394.55,4.73
2023-12-18,NYPD,2. Serious,2645,5.32,335.22,827.57,8.21
2023-12-18,FDNY,4. Non-Medical Emergencies,3201,5.9,256.94,607.19,5.84
2023-12-18,NYPD (Non-CIP),Dispute,5222,5.23,1183.93,4306.92,52.05
2023-12-18,EMS,2. Non-Life Threatening Med Emergencies,12783,5.68,673.87,1474.97,13.35
2023-12-18,NYPD (Non-CIP),Vehicle Accident,344,6.13,1423.51,5443.97,67.01
2023-12-18,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,163,6.2,664.74,4004.05,55.66
2023-12-18,FDNY,1. Structural Fires,299,6.13,99.08,300.08,3.35
2023-12-18,NYPD (Non-CIP),Other Crimes (In Progress),2832,5.66,755.74,1757.5,16.7
2023-12-18,NYPD,3. Non-Critical,736,5.27,735.92,1927.53,19.86
2023-12-18,NYPD (Non-CIP),Disorderly Person/Group/Noise,1787,5.53,942.53,3522.71,43.0
2023-12-11,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,120,5.02,681.63,4258.65,59.62
2023-12-11,NYPD (Non-CIP),Possible Crimes,6105,4.6,1082.71,4773.14,61.51
2023-12-11,NYPD (Non-CIP),Vehicle Accident,311,4.78,1385.36,5522.26,68.95
2023-12-11,FDNY,2. Non-Structural Fires,150,5.33,92.37,377.15,4.75
2023-12-11,FDNY,1. Structural Fires,258,5.14,97.69,303.34,3.43
2023-12-11,NYPD (Non-CIP),Other Crimes (In Progress),2830,4.87,858.97,1879.26,17.0
2023-12-11,EMS,2. Non-Life Threatening Med Emergencies,12807,4.84,646.11,1430.57,13.07
2023-12-11,NYPD (Non-CIP),Police Officer/Security Holding Suspect,139,5.05,698.4,2277.73,26.32
2023-12-11,EMS,1. Life Threating Med Emergencies,11414,4.8,236.37,699.51,7.72
2023-12-11,FDNY,3. Medical Emergencies,3971,4.74,349.63,717.72,6.13
2023-12-11,FDNY,4. Non-Medical Emergencies,2744,5.25,284.57,637.93,5.89
2023-12-11,NYPD,2. Serious,2616,4.65,362.21,851.15,8.15
2023-12-11,NYPD (Non-CIP),Dispute,5114,4.64,1308.6,4648.81,55.67
2023-12-11,NYPD (Non-CIP),Past Crime,4345,4.91,1436.1,7123.63,94.79
2023-12-11,NYPD,3. Non-Critical,817,4.72,725.76,1862.67,18.95
2023-12-11,NYPD (Non-CIP),Alarms,2666,4.73,895.24,3515.58,43.67
2023-12-11,NYPD (Non-CIP),Disorderly Person/Group/Noise,1870,4.88,881.96,3527.36,44.09
2023-12-11,NYPD,1. Critical,1114,4.52,281.54,575.93,4.91
2023-12-04,NYPD,3. Non-Critical,823,3.94,812.59,1828.04,16.92
2023-12-04,NYPD (Non-CIP),Disorderly Person/Group/Noise,1860,3.96,846.09,3651.06,46.75
2023-12-04,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,142,3.88,638.51,4307.85,61.16
2023-12-04,FDNY,1. Structural Fires,252,3.9,96.06,297.94,3.36
2023-12-04,FDNY,3. Medical Emergencies,3650,4.02,336.99,710.12,6.22
2023-12-04,NYPD,1. Critical,1081,4.27,300.23,591.44,4.85
2023-12-04,NYPD (Non-CIP),Other Crimes (In Progress),2773,4.05,724.67,1763.23,17.31
2023-12-04,EMS,2. Non-Life Threatening Med Emergencies,12830,4.03,487.07,1211.15,12.07
2023-12-04,EMS,1. Life Threating Med Emergencies,10999,4.07,210.24,647.18,7.28
2023-12-04,FDNY,2. Non-Structural Fires,147,4.4,110.61,407.17,4.94
2023-12-04,FDNY,4. Non-Medical Emergencies,2578,4.06,259.48,600.89,5.69
2023-12-04,NYPD (Non-CIP),Alarms,2403,3.91,838.78,3403.46,42.74
2023-12-04,NYPD (Non-CIP),Past Crime,4235,4.25,1242.61,6665.61,90.38
2023-12-04,NYPD (Non-CIP),Vehicle Accident,301,3.95,986.88,4311.49,55.41
2023-12-04,NYPD (Non-CIP),Police Officer/Security Holding Suspect,140,4.87,612.91,1857.07,20.74
2023-12-04,NYPD,2. Serious,2584,4.0,351.9,831.2,7.99
2023-12-04,NYPD (Non-CIP),Possible Crimes,6122,4.0,1039.52,4522.45,58.05
2023-12-04,NYPD (Non-CIP),Dispute,5266,3.93,1153.69,4243.4,51.5
2023-11-27,NYPD (Non-CIP),Police Officer/Security Holding Suspect,100,4.35,584.3,1757.36,19.55
2023-11-27,NYPD (Non-CIP),Past Crime,4303,4.64,1339.76,6739.79,90.0
2023-11-27,FDNY,4. Non-Medical Emergencies,2697,4.5,265.47,608.16,5.71
2023-11-27,NYPD (Non-CIP),Other Crimes (In Progress),2856,4.16,743.39,1749.45,16.77
2023-11-27,NYPD (Non-CIP),Vehicle Accident,242,4.45,1402.84,5325.68,65.38
2023-11-27,FDNY,1. Structural Fires,271,4.59,103.65,312.67,3.48
2023-11-27,NYPD (Non-CIP),Alarms,2533,4.16,848.1,3399.25,42.52
2023-11-27,NYPD (Non-CIP),Disorderly Person/Group/Noise,1819,4.19,910.82,3491.04,43.0
2023-11-27,NYPD (Non-CIP),Dispute,5218,4.26,1181.19,4308.98,52.13
2023-11-27,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,129,6.16,783.95,3533.42,45.82
2023-11-27,EMS,1. Life Threating Med Emergencies,10817,4.53,228.69,676.38,7.46
2023-11-27,FDNY,3. Medical Emergencies,3675,4.55,356.11,727.71,6.19
2023-11-27,NYPD,2. Serious,2459,4.34,351.16,819.64,7.81
2023-11-27,NYPD,1. Critical,1090,4.07,261.63,568.82,5.12
2023-11-27,NYPD,3. Non-Critical,826,4.71,655.16,1783.18,18.8
2023-11-27,NYPD (Non-CIP),Possible Crimes,6251,4.3,1008.41,4519.82,58.52
2023-11-27,FDNY,2. Non-Structural Fires,130,3.72,97.23,379.85,4.71
2023-11-27,EMS,2. Non-Life Threatening Med Emergencies,12954,4.39,542.18,1286.12,12.4
2023-11-20,NYPD (Non-CIP),Dispute,5399,4.57,1109.88,4025.35,48.59
2023-11-20,NYPD (Non-CIP),Past Crime,3708,4.86,1240.73,6246.62,83.43
2023-11-20,EMS,2. Non-Life Threatening Med Emergencies,11978,4.73,357.22,987.72,10.51
2023-11-20,FDNY,4. Non-Medical Emergencies,2936,4.82,239.76,577.96,5.64
2023-11-20,NYPD (Non-CIP),Alarms,2947,4.06,763.97,3161.36,39.96
2023-11-20,EMS,1. Life Threating Med Emergencies,9762,4.77,197.91,612.48,6.91
2023-11-20,FDNY,2. Non-Structural Fires,166,4.17,107.48,377.81,4.51
2023-11-20,NYPD (Non-CIP),Vehicle Accident,289,5.15,1052.82,4219.06,52.77
2023-11-20,NYPD,3. Non-Critical,760,4.52,645.76,1751.53,18.43
2023-11-20,NYPD (Non-CIP),Other Crimes (In Progress),2753,4.63,687.88,1602.89,15.25
2023-11-20,NYPD (Non-CIP),Police Officer/Security Holding Suspect,132,4.75,547.95,1774.75,20.45
2023-11-20,NYPD (Non-CIP),Possible Crimes,6183,4.6,971.65,4451.7,58.0
2023-11-20,FDNY,3. Medical Emergencies,3302,4.9,307.1,666.31,5.99
2023-11-20,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,141,5.72,712.73,3376.34,44.39
2023-11-20,FDNY,1. Structural Fires,335,4.3,96.83,294.16,3.29
2023-11-20,NYPD (Non-CIP),Disorderly Person/Group/Noise,1708,4.77,877.71,3363.35,41.43
2023-11-20,NYPD,1. Critical,1058,5.05,280.52,564.99,4.74
2023-11-20,NYPD,2. Serious,2563,4.45,351.68,832.17,8.01
2023-11-13,NYPD (Non-CIP),Investigate/Possible Crime,1,4.0,931.0,1020.0,1.48
2023-11-13,NYPD (Non-CIP),Past Crime,4234,4.41,1288.65,6707.28,90.31
2023-11-13,EMS,2. Non-Life Threatening Med Emergencies,12801,4.31,442.4,1146.35,11.73
2023-11-13,FDNY,3. Medical Emergencies,3646,4.32,303.14,663.26,6.0
2023-11-13,NYPD (Non-CIP),Disorderly Person/Group/Noise,1944,3.98,853.81,3538.14,44.74
2023-11-13,NYPD,2. Serious,2756,4.22,338.51,831.39,8.21
2023-11-13,FDNY,1. Structural Fires,269,4.61,103.64,299.64,3.27
2023-11-13,NYPD (Non-CIP),Alarms,2471,4.05,834.84,3261.64,40.45
2023-11-13,NYPD,3. Non-Critical,877,4.4,663.4,1805.35,19.03
2023-11-13,FDNY,4. Non-Medical Emergencies,2607,4.27,232.0,577.78,5.76
2023-11-13,NYPD (Non-CIP),Other Crimes (In Progress),3048,4.26,705.62,1694.83,16.49
2023-11-13,NYPD (Non-CIP),Vehicle Accident,338,4.42,1214.55,4690.82,57.94
2023-11-13,NYPD (Non-CIP),Possible Crimes,6092,4.02,968.68,4465.92,58.29
2023-11-13,NYPD (Non-CIP),Dispute,5232,4.1,1123.35,4266.46,52.39
2023-11-13,FDNY,2. Non-Structural Fires,201,4.06,103.96,388.63,4.74
2023-11-13,EMS,1. Life Threating Med Emergencies,10725,4.27,220.96,649.68,7.15
2023-11-13,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,169,5.0,576.74,3273.75,44.95
2023-11-13,NYPD (Non-CIP),Police Officer/Security Holding Suspect,127,4.05,651.93,1949.91,21.63
2023-11-13,NYPD,1. Critical,1100,4.2,306.53,609.42,5.05
2023-11-06,NYPD (Non-CIP),Investigate/Possible Crime,1,3.0,420.0,550.0,2.17
2023-11-06,NYPD,1. Critical,1118,3.89,272.3,525.61,4.22
2023-11-06,NYPD (Non-CIP),Vehicle Accident,307,3.68,1131.71,5071.55,65.66
